Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2000-06-20,100,0,0,0,0,0,0
2000-06-13,84.23,15.77,3.68,0,0,0,19
2000-06-06,84,16,0,0,0,0,16
2000-05-30,71.3,28.7,0,0,0,0,29
2000-05-23,64.55,35.45,0,0,0,0,35
2000-05-16,64.72,35.28,0.04,0,0,0,35
2000-05-09,65.09,34.91,0,0,0,0,35
2000-05-02,65.09,34.91,0,0,0,0,35
2000-04-25,66.83,33.17,0,0,0,0,33
2000-04-18,25.26,74.74,0,0,0,0,75
2000-04-11,26.67,73.33,0,0,0,0,73
2000-04-04,19.48,80.52,0,0,0,0,81
2000-03-28,27.06,72.94,0,0,0,0,73
2000-03-21,10.61,89.39,0,0,0,0,89
2000-03-14,10.61,89.39,0,0,0,0,89
2000-03-07,0,100,2.53,0,0,0,103
2000-02-29,0,100,2.66,0,0,0,103
2000-02-22,0.01,99.99,29.61,0,0,0,130
2000-02-15,0.01,99.99,29.61,0,0,0,130
2000-02-08,0.01,99.99,29.61,0,0,0,130
2000-02-01,0.01,99.99,29.61,0,0,0,130
2000-01-25,0,100,0,0,0,0,100
2000-01-18,1.75,98.25,0,0,0,0,98
2000-01-11,1.42,98.58,0,0,0,0,99
2000-01-04,1.04,98.96,0,0,0,0,99
